90245 2014/1/1
3:00 PM,62.1 °F,48.9 °F,62.0%,30.05 in,5.0 mi,West,6.9 mph,-,N/A,,Haze
4:00 PM,59.0 °F,50.0 °F,72.0%,30.06 in,5.0 mi,West,9.2 mph,-,N/A,,Haze
5:00 PM,57.9 °F,53.1 °F,84.0%,30.06 in,5.0 mi,West,5.8 mph,-,N/A,,Haze
6:00 PM,57.9 °F,53.1 °F,84.0%,30.07 in,9.0 mi,Calm,Calm,-,N/A,,Clear
7:00 PM,59.0 °F,54.0 °F,83.0%,30.08 in,10.0 mi,WNW,3.5 mph,-,N/A,,Clear
8:00 PM,57.0 °F,53.1 °F,87.0%,30.09 in,10.0 mi,West,5.8 mph,-,N/A,,Partly Cloudy
9:00 PM,57.9 °F,55.0 °F,90.0%,30.08 in,9.0 mi,NNW,4.6 mph,-,N/A,,Clear
10:00 PM,57.0 °F,53.1 °F,87.0%,30.08 in,7.0 mi,Calm,Calm,-,N/A,Fog,Patches of Fog
11:00 PM,55.0 °F,51.1 °F,86.0%,30.09 in,10.0 mi,Calm,Calm,-,N/A,Fog,Shallow Fog
90245 2014/1/2
Time(PDT),Temp.°F,Dew Point°F,Humidity%,Pressure(in),Visibility(mi),Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
12:00 AM,59.0 °F,51.1 °F,75.0%,30.08 in,10.0 mi,Calm,Calm,-,N/A,,Clear
1:00 AM,57.0 °F,39.9 °F,53.0%,30.08 in,10.0 mi,ENE,3.5 mph,-,N/A,,Clear
2:00 AM,57.0 °F,32.0 °F,39.0%,30.08 in,10.0 mi,Calm,Calm,-,N/A,,Clear
3:00 AM,57.0 °F,30.9 °F,37.0%,30.07 in,10.0 mi,ENE,3.5 mph,-,N/A,,Clear
4:00 AM,54.0 °F,30.9 °F,41.0%,30.07 in,10.0 mi,ESE,5.8 mph,-,N/A,,Clear
5:00 AM,51.1 °F,35.1 °F,54.0%,30.07 in,10.0 mi,ESE,3.5 mph,-,N/A,,Clear
6:00 AM,54.0 °F,33.1 °F,45.0%,30.07 in,10.0 mi,SE,5.8 mph,-,N/A,Fog,Shallow Fog
7:00 AM,55.9 °F,36.0 °F,47.0%,30.09 in,10.0 mi,Calm,Calm,-,N/A,,Scattered Clouds
8:00 AM,66.0 °F,28.9 °F,25.0%,30.1 in,10.0 mi,Variable,3.5 mph,-,N/A,,Scattered Clouds
9:00 AM,73.0 °F,27.0 °F,18.0%,30.1 in,10.0 mi,NNE,4.6 mph,-,N/A,,Scattered Clouds
10:00 AM,77.0 °F,25.0 °F,15.0%,30.09 in,10.0 mi,Calm,Calm,-,N/A,,Scattered Clouds
11:00 AM,70.0 °F,43.0 °F,38.0%,30.05 in,10.0 mi,West,9.2 mph,-,N/A,,Scattered Clouds
12:00 PM,68.0 °F,48.0 °F,49.0%,30.02 in,10.0 mi,West,9.2 mph,-,N/A,,Scattered Clouds
1:00 PM,69.1 °F,44.1 °F,40.0%,30.0 in,10.0 mi,West,10.4 mph,-,N/A,,Scattered Clouds
2:00 PM,66.9 °F,44.1 °F,44.0%,30.01 in,10.0 mi,West,11.5 mph,-,N/A,,Scattered Clouds
3:00 PM,66.9 °F,43.0 °F,42.0%,30.0 in,10.0 mi,West,10.4 mph,-,N/A,,Scattered Clouds
4:00 PM,64.0 °F,44.1 °F,48.0%,30.0 in,10.0 mi,West,6.9 mph,-,N/A,,Scattered Clouds
5:00 PM,64.0 °F,43.0 °F,46.0%,30.0 in,10.0 mi,West,6.9 mph,-,N/A,,Scattered Clouds
6:00 PM,61.0 °F,48.9 °F,64.0%,30.01 in,10.0 mi,West,5.8 mph,-,N/A,,Scattered Clouds
7:00 PM,62.1 °F,46.9 °F,58.0%,30.01 in,10.0 mi,WSW,5.8 mph,-,N/A,,Partly Cloudy
8:00 PM,63.0 °F,46.0 °F,54.0%,30.01 in,10.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
9:00 PM,61.0 °F,46.0 °F,58.0%,30.02 in,10.0 mi,SSE,3.5 mph,-,N/A,,Clear
10:00 PM,59.0 °F,43.0 °F,55.0%,30.02 in,10.0 mi,East,3.5 mph,-,N/A,,Clear
11:00 PM,57.9 °F,45.0 °F,62.0%,30.02 in,10.0 mi,ESE,3.5 mph,-,N/A,,Clear
90245 2014/1/3
Time(PDT),Temp.°F,Dew Point°F,Humidity%,Pressure(in),Visibility(mi),Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
12:00 AM,55.9 °F,44.1 °F,64.0%,30.01 in,10.0 mi,ESE,4.6 mph,-,N/A,,Clear
1:00 AM,53.1 °F,44.1 °F,71.0%,30.01 in,10.0 mi,SE,3.5 mph,-,N/A,,Clear
2:00 AM,50.0 °F,46.2 °F,86.5%,30.01 in,10.0 mi,East,3.5 mph,-,N/A,Fog,Patches of Fog
3:00 AM,50.0 °F,46.9 °F,89.0%,30.0 in,8.0 mi,Calm,Calm,-,N/A,Fog,Patches of Fog
4:00 AM,47.2 °F,46.3 °F,96.67%,30.0 in,2.67 mi,East,3.5 mph,-,N/A,Fog,Patches of Fog
5:00 AM,48.0 °F,46.9 °F,96.0%,30.01 in,2.5 mi,SE,3.5 mph,-,N/A,Fog,Patches of Fog
6:00 AM,47.6 °F,46.6 °F,96.5%,30.02 in,1.5 mi,Calm,Calm,-,N/A,Fog,Patches of Fog
7:00 AM,51.1 °F,50.0 °F,96.0%,30.04 in,1.0 mi,Calm,Calm,-,N/A,Fog,Patches of Fog
8:00 AM,52.7 °F,50.0 °F,91.0%,30.04 in,7.5 mi,ESE,3.5 mph,-,N/A,Fog,Patches of Fog
9:00 AM,59.0 °F,46.4 °F,63.0%,30.04 in,9.0 mi,SE,4.6 mph,-,N/A,Fog,Patches of Fog
10:00 AM,64.4 °F,46.4 °F,52.0%,30.0 in,9.0 mi,Calm,Calm,-,N/A,Fog,Patches of Fog
11:00 AM,60.8 °F,51.8 °F,72.0%,29.97 in,8.0 mi,West,9.2 mph,-,N/A,Fog,Patches of Fog
12:00 PM,59.0 °F,51.8 °F,77.0%,29.96 in,7.0 mi,West,10.4 mph,-,N/A,Fog,Patches of Fog
1:00 PM,57.2 °F,51.8 °F,82.0%,29.94 in,7.0 mi,WSW,8.1 mph,-,N/A,Fog,Patches of Fog
2:00 PM,59.0 °F,51.8 °F,77.0%,29.93 in,5.0 mi,West,5.8 mph,-,N/A,Fog,Patches of Fog
3:00 PM,55.6 °F,51.9 °F,87.5%,29.94 in,2.5 mi,West,10.4 mph,-,N/A,Fog,Patches of Fog
4:00 PM,55.6 °F,51.6 °F,86.67%,29.94 in,4.0 mi,West,6.9 mph,-,N/A,Fog,Patches of Fog
5:00 PM,55.6 °F,51.5 °F,86.0%,29.94 in,6.5 mi,Variable,3.5 mph,-,N/A,,Mostly Cloudy
6:00 PM,55.9 °F,51.1 °F,84.0%,29.95 in,5.0 mi,Calm,Calm,-,N/A,,Haze
7:00 PM,55.9 °F,51.1 °F,84.0%,29.96 in,5.0 mi,WSW,5.8 mph,-,N/A,,Haze
8:00 PM,55.9 °F,52.0 °F,87.0%,29.97 in,6.0 mi,SW,3.5 mph,-,N/A,,Mostly Cloudy
9:00 PM,55.9 °F,52.0 °F,87.0%,29.98 in,6.0 mi,WSW,6.9 mph,-,N/A,,Mostly Cloudy
10:00 PM,55.9 °F,52.0 °F,87.0%,29.98 in,5.0 mi,Calm,Calm,-,N/A,,Mostly Cloudy
11:00 PM,55.0 °F,52.0 °F,89.0%,29.97 in,5.0 mi,ESE,3.5 mph,-,N/A,,Mostly Cloudy
90245 2014/1/4
Time(PDT),Temp.°F,Dew Point°F,Humidity%,Pressure(in),Visibility(mi),Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
12:00 AM,54.0 °F,52.0 °F,93.0%,29.97 in,5.0 mi,Calm,Calm,-,N/A,,Mostly Cloudy
1:00 AM,55.6 °F,51.9 °F,87.5%,29.98 in,5.0 mi,Calm,Calm,-,N/A,,Mostly Cloudy
2:00 AM,53.1 °F,50.0 °F,89.0%,29.97 in,3.0 mi,NE,6.9 mph,-,N/A,,Mostly Cloudy
3:00 AM,52.3 °F,51.5 °F,97.33%,29.97 in,0.62 mi,NE,6.9 mph,-,N/A,Fog,Mostly Cloudy
4:00 AM,52.0 °F,51.1 °F,97.0%,29.96 in,0.2 mi,East,5.8 mph,-,N/A,Fog,Fog
5:00 AM,53.1 °F,52.0 °F,96.0%,29.96 in,0.2 mi,East,5.8 mph,-,N/A,Fog,Fog
6:00 AM,51.9 °F,51.9 °F,100.0%,29.97 in,0.5 mi,ESE,5.8 mph,-,N/A,Fog,Fog
7:00 AM,52.3 °F,51.8 °F,98.5%,29.98 in,0.4 mi,ENE,3.5 mph,-,N/A,Fog,Patches of Fog
8:00 AM,54.8 °F,52.5 °F,92.0%,30.01 in,1.0 mi,Calm,Calm,-,N/A,Fog,Fog
9:00 AM,57.2 °F,49.9 °F,77.33%,30.02 in,3.17 mi,Variable,3.5 mph,-,N/A,,Mostly Cloudy
10:00 AM,62.1 °F,46.9 °F,58.0%,30.0 in,5.0 mi,South,3.5 mph,-,N/A,,Haze
11:00 AM,64.0 °F,48.9 °F,58.0%,29.98 in,5.0 mi,WSW,3.5 mph,-,N/A,,Haze
12:00 PM,63.0 °F,51.1 °F,65.0%,29.96 in,5.0 mi,West,9.2 mph,-,N/A,,Haze
1:00 PM,64.0 °F,54.0 °F,70.0%,29.95 in,6.0 mi,WSW,3.5 mph,-,N/A,,Haze
2:00 PM,62.1 °F,52.0 °F,70.0%,29.95 in,7.0 mi,West,9.2 mph,-,N/A,,Mostly Cloudy
3:00 PM,60.1 °F,53.1 °F,78.0%,29.96 in,6.0 mi,West,8.1 mph,-,N/A,Fog,Patches of Fog
4:00 PM,59.0 °F,53.1 °F,81.0%,29.96 in,7.0 mi,West,5.8 mph,-,N/A,,Mostly Cloudy
5:00 PM,59.0 °F,53.1 °F,81.0%,29.97 in,7.0 mi,NW,5.8 mph,-,N/A,,Mostly Cloudy
6:00 PM,57.0 °F,52.0 °F,83.0%,29.99 in,6.0 mi,WSW,3.5 mph,-,N/A,,Haze
7:00 PM,57.0 °F,53.1 °F,87.0%,30.01 in,5.0 mi,SW,4.6 mph,-,N/A,,Scattered Clouds
8:00 PM,57.9 °F,54.0 °F,87.0%,30.02 in,6.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
9:00 PM,55.9 °F,53.1 °F,90.0%,30.03 in,5.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
10:00 PM,55.0 °F,52.0 °F,89.0%,30.03 in,5.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
11:00 PM,54.0 °F,51.1 °F,90.0%,30.03 in,5.0 mi,Variable,3.5 mph,-,N/A,,Partly Cloudy
90245 2014/1/5
Time(PDT),Temp.°F,Dew Point°F,Humidity%,Pressure(in),Visibility(mi),Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
12:00 AM,54.0 °F,51.1 °F,90.0%,30.03 in,5.0 mi,East,3.5 mph,-,N/A,,Partly Cloudy
1:00 AM,52.8 °F,49.5 °F,88.5%,30.04 in,3.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
2:00 AM,52.0 °F,48.9 °F,89.0%,30.06 in,3.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
3:00 AM,50.3 °F,47.5 °F,90.5%,30.06 in,2.75 mi,Calm,Calm,-,N/A,,Scattered Clouds
4:00 AM,51.1 °F,44.1 °F,77.0%,30.06 in,7.0 mi,NNE,3.5 mph,-,N/A,,Scattered Clouds
5:00 AM,48.0 °F,41.0 °F,77.0%,30.07 in,7.0 mi,East,3.5 mph,-,N/A,,Partly Cloudy
6:00 AM,51.1 °F,39.9 °F,66.0%,30.09 in,8.0 mi,ENE,5.8 mph,-,N/A,,Partly Cloudy
7:00 AM,55.0 °F,37.0 °F,51.0%,30.11 in,10.0 mi,NE,4.6 mph,-,N/A,,Partly Cloudy
8:00 AM,63.0 °F,33.1 °F,33.0%,30.13 in,10.0 mi,NNE,5.8 mph,-,N/A,,Clear
9:00 AM,70.0 °F,24.1 °F,18.0%,30.14 in,10.0 mi,NE,4.6 mph,-,N/A,,Clear
10:00 AM,72.0 °F,21.9 °F,15.0%,30.13 in,10.0 mi,ENE,3.5 mph,-,N/A,,Clear
11:00 AM,73.9 °F,21.0 °F,14.0%,30.1 in,10.0 mi,Calm,Calm,-,N/A,,Clear
12:00 PM,75.0 °F,18.0 °F,12.0%,30.07 in,10.0 mi,SSW,3.5 mph,-,N/A,,Clear
1:00 PM,71.1 °F,37.0 °F,29.0%,30.07 in,10.0 mi,West,10.4 mph,-,N/A,,Clear
2:00 PM,68.0 °F,48.9 °F,50.0%,30.08 in,10.0 mi,West,11.5 mph,-,N/A,,Clear
3:00 PM,68.0 °F,45.0 °F,43.0%,30.09 in,10.0 mi,WNW,8.1 mph,-,N/A,,Clear
4:00 PM,64.9 °F,39.0 °F,39.0%,30.1 in,10.0 mi,WNW,6.9 mph,-,N/A,,Partly Cloudy
5:00 PM,63.0 °F,39.0 °F,41.0%,30.11 in,10.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
6:00 PM,63.0 °F,36.0 °F,37.0%,30.12 in,10.0 mi,WNW,4.6 mph,-,N/A,,Clear
7:00 PM,64.9 °F,24.1 °F,21.0%,30.13 in,10.0 mi,NW,3.5 mph,-,N/A,,Clear
8:00 PM,63.0 °F,23.0 °F,22.0%,30.14 in,10.0 mi,Calm,Calm,-,N/A,,Clear
9:00 PM,61.0 °F,28.9 °F,30.0%,30.15 in,10.0 mi,East,4.6 mph,-,N/A,,Clear
10:00 PM,60.1 °F,24.1 °F,25.0%,30.15 in,10.0 mi,Calm,Calm,-,N/A,,Clear
11:00 PM,59.0 °F,21.0 °F,23.0%,30.15 in,10.0 mi,NE,4.6 mph,-,N/A,,Clear
90245 2014/1/6
Time(PDT),Temp.°F,Dew Point°F,Humidity%,Pressure(in),Visibility(mi),Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
12:00 AM,62.1 °F,10.0 °F,13.0%,30.14 in,10.0 mi,Variable,6.9 mph,-,N/A,,Clear
1:00 AM,57.0 °F,14.0 °F,18.0%,30.16 in,10.0 mi,ESE,3.5 mph,-,N/A,,Clear
2:00 AM,55.9 °F,15.1 °F,20.0%,30.15 in,10.0 mi,East,5.8 mph,-,N/A,,Clear
3:00 AM,54.0 °F,16.0 °F,22.0%,30.14 in,10.0 mi,Calm,Calm,-,N/A,,Clear
4:00 AM,54.0 °F,16.0 °F,22.0%,30.15 in,10.0 mi,Calm,Calm,-,N/A,,Clear
5:00 AM,53.1 °F,16.0 °F,23.0%,30.16 in,10.0 mi,Calm,Calm,-,N/A,,Clear
6:00 AM,57.0 °F,12.0 °F,17.0%,30.18 in,10.0 mi,NE,3.5 mph,-,N/A,,Partly Cloudy
7:00 AM,57.0 °F,17.1 °F,21.0%,30.2 in,10.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
8:00 AM,64.0 °F,16.0 °F,16.0%,30.21 in,10.0 mi,NE,3.5 mph,-,N/A,,Partly Cloudy
9:00 AM,70.0 °F,10.9 °F,10.0%,30.22 in,10.0 mi,Variable,3.5 mph,-,N/A,,Partly Cloudy
10:00 AM,73.0 °F,10.0 °F,9.0%,30.19 in,10.0 mi,Variable,3.5 mph,-,N/A,,Partly Cloudy
11:00 AM,75.0 °F,9.0 °F,8.0%,30.16 in,10.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
12:00 PM,77.0 °F,9.0 °F,7.0%,30.13 in,10.0 mi,West,6.9 mph,-,N/A,,Scattered Clouds
1:00 PM,75.0 °F,10.9 °F,9.0%,30.12 in,10.0 mi,West,9.2 mph,-,N/A,,Mostly Cloudy
2:00 PM,72.0 °F,15.1 °F,11.0%,30.13 in,10.0 mi,West,13.8 mph,-,N/A,,Mostly Cloudy
3:00 PM,70.0 °F,21.0 °F,16.0%,30.1 in,10.0 mi,West,9.2 mph,-,N/A,,Scattered Clouds
4:00 PM,66.0 °F,37.0 °F,34.0%,30.11 in,10.0 mi,West,4.6 mph,-,N/A,,Scattered Clouds
5:00 PM,63.0 °F,41.0 °F,45.0%,30.12 in,10.0 mi,West,5.8 mph,-,N/A,,Scattered Clouds
6:00 PM,64.9 °F,39.9 °F,40.0%,30.11 in,10.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
7:00 PM,66.0 °F,23.0 °F,20.0%,30.12 in,10.0 mi,North,3.5 mph,-,N/A,,Clear
8:00 PM,63.0 °F,27.0 °F,26.0%,30.12 in,10.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
9:00 PM,64.0 °F,17.1 °F,16.0%,30.12 in,10.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
10:00 PM,64.0 °F,15.1 °F,15.0%,30.12 in,10.0 mi,NNE,4.6 mph,-,N/A,,Partly Cloudy
11:00 PM,61.0 °F,14.0 °F,16.0%,30.1 in,10.0 mi,Variable,5.8 mph,-,N/A,,Partly Cloudy
90245 2014/1/7
Time(PDT),Temp.°F,Dew Point°F,Humidity%,Pressure(in),Visibility(mi),Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
12:00 AM,62.1 °F,12.9 °F,15.0%,30.09 in,10.0 mi,Variable,5.8 mph,-,N/A,,Partly Cloudy
1:00 AM,57.0 °F,15.1 °F,19.0%,30.1 in,10.0 mi,ENE,3.5 mph,-,N/A,,Partly Cloudy
2:00 AM,54.0 °F,18.0 °F,24.0%,30.11 in,10.0 mi,ENE,3.5 mph,-,N/A,,Partly Cloudy
3:00 AM,53.1 °F,16.0 °F,23.0%,30.09 in,10.0 mi,ESE,3.5 mph,-,N/A,,Partly Cloudy
4:00 AM,52.0 °F,19.0 °F,27.0%,30.09 in,10.0 mi,ESE,4.6 mph,-,N/A,,Partly Cloudy
5:00 AM,51.1 °F,19.0 °F,28.0%,30.09 in,10.0 mi,East,4.6 mph,-,N/A,,Partly Cloudy
6:00 AM,53.1 °F,19.0 °F,26.0%,30.11 in,10.0 mi,East,4.6 mph,-,N/A,,Mostly Cloudy
7:00 AM,54.0 °F,19.0 °F,25.0%,30.11 in,10.0 mi,Calm,Calm,-,N/A,,Mostly Cloudy
8:00 AM,60.1 °F,19.0 °F,20.0%,30.12 in,10.0 mi,Variable,4.6 mph,-,N/A,,Mostly Cloudy
9:00 AM,62.1 °F,37.9 °F,41.0%,30.16 in,10.0 mi,SE,5.8 mph,-,N/A,,Mostly Cloudy
10:00 AM,64.9 °F,37.0 °F,36.0%,30.12 in,10.0 mi,Variable,4.6 mph,-,N/A,,Mostly Cloudy
11:00 AM,66.9 °F,33.1 °F,28.0%,30.09 in,10.0 mi,SSE,5.8 mph,-,N/A,,Mostly Cloudy
12:00 PM,68.0 °F,34.0 °F,28.0%,30.06 in,10.0 mi,Calm,Calm,-,N/A,,Mostly Cloudy
1:00 PM,64.0 °F,46.9 °F,54.0%,30.06 in,10.0 mi,West,10.4 mph,-,N/A,,Mostly Cloudy
2:00 PM,62.1 °F,48.0 °F,60.0%,30.06 in,10.0 mi,West,8.1 mph,-,N/A,,Mostly Cloudy
3:00 PM,62.1 °F,48.0 °F,60.0%,30.06 in,10.0 mi,WSW,4.6 mph,-,N/A,,Mostly Cloudy
4:00 PM,61.0 °F,48.9 °F,64.0%,30.05 in,10.0 mi,West,3.5 mph,-,N/A,,Mostly Cloudy
5:00 PM,60.1 °F,51.1 °F,72.0%,30.06 in,10.0 mi,WSW,3.5 mph,-,N/A,,Mostly Cloudy
6:00 PM,61.0 °F,48.0 °F,62.0%,30.06 in,10.0 mi,Calm,Calm,-,N/A,,Mostly Cloudy
7:00 PM,62.1 °F,46.0 °F,56.0%,30.07 in,10.0 mi,Calm,Calm,-,N/A,,Mostly Cloudy
8:00 PM,59.0 °F,50.0 °F,72.0%,30.08 in,10.0 mi,WSW,5.8 mph,-,N/A,,Overcast
9:00 PM,59.0 °F,50.0 °F,72.0%,30.09 in,10.0 mi,Calm,Calm,-,N/A,,Overcast
10:00 PM,57.9 °F,52.0 °F,81.0%,30.08 in,10.0 mi,Calm,Calm,-,N/A,,Mostly Cloudy
11:00 PM,57.0 °F,51.1 °F,81.0%,30.08 in,10.0 mi,Calm,Calm,-,N/A,,Mostly Cloudy
90245 2014/1/8
Time(PDT),Temp.°F,Dew Point°F,Humidity%,Pressure(in),Visibility(mi),Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
12:00 AM,54.0 °F,46.9 °F,77.0%,30.07 in,10.0 mi,Calm,Calm,-,N/A,,Mostly Cloudy
1:00 AM,53.1 °F,46.0 °F,77.0%,30.08 in,10.0 mi,NE,5.8 mph,-,N/A,,Mostly Cloudy
2:00 AM,52.0 °F,45.0 °F,77.0%,30.07 in,10.0 mi,East,3.5 mph,-,N/A,,Mostly Cloudy
3:00 AM,50.0 °F,46.9 °F,89.0%,30.06 in,7.0 mi,ENE,3.5 mph,-,N/A,,Mostly Cloudy
4:00 AM,51.0 °F,46.3 °F,84.0%,30.06 in,3.33 mi,ENE,4.6 mph,-,N/A,Fog,Patches of Fog
5:00 AM,50.2 °F,48.3 °F,93.6%,30.06 in,0.52 mi,ESE,3.5 mph,-,N/A,Fog,Patches of Fog
6:00 AM,52.5 °F,51.5 °F,96.5%,30.06 in,0.1 mi,East,3.5 mph,-,N/A,Fog,Fog
7:00 AM,53.1 °F,52.0 °F,96.0%,30.08 in,0.2 mi,Calm,Calm,-,N/A,Fog,Fog
8:00 AM,52.8 °F,51.9 °F,96.67%,30.11 in,6.33 mi,East,3.5 mph,-,N/A,Fog,Patches of Fog
9:00 AM,55.3 °F,53.7 °F,94.33%,30.13 in,2.67 mi,Calm,Calm,-,N/A,Fog,Patches of Fog
10:00 AM,60.1 °F,53.1 °F,78.0%,30.12 in,4.0 mi,Calm,Calm,-,N/A,,Haze
11:00 AM,62.1 °F,51.1 °F,67.0%,30.08 in,5.0 mi,Calm,Calm,-,N/A,,Haze
12:00 PM,64.9 °F,46.9 °F,52.0%,30.04 in,6.0 mi,Calm,Calm,-,N/A,,Haze
1:00 PM,63.0 °F,53.1 °F,70.0%,30.04 in,6.0 mi,West,11.5 mph,-,N/A,,Haze
2:00 PM,61.0 °F,53.1 °F,75.0%,30.04 in,8.0 mi,West,11.5 mph,-,N/A,,Mostly Cloudy
3:00 PM,60.1 °F,54.0 °F,80.0%,30.04 in,9.0 mi,West,8.1 mph,-,N/A,,Scattered Clouds
4:00 PM,59.0 °F,53.1 °F,81.0%,30.03 in,8.0 mi,West,5.8 mph,-,N/A,,Scattered Clouds
5:00 PM,57.9 °F,53.1 °F,84.0%,30.05 in,7.0 mi,WSW,3.5 mph,-,N/A,,Scattered Clouds
6:00 PM,57.0 °F,53.1 °F,87.0%,30.06 in,8.0 mi,WSW,4.6 mph,-,N/A,,Scattered Clouds
7:00 PM,57.9 °F,53.1 °F,84.0%,30.06 in,10.0 mi,NW,4.6 mph,-,N/A,,Mostly Cloudy
8:00 PM,57.0 °F,52.0 °F,83.0%,30.07 in,8.0 mi,Calm,Calm,-,N/A,,Partly Cloudy
9:00 PM,57.0 °F,53.1 °F,87.0%,30.08 in,6.0 mi,SE,3.5 mph,-,N/A,,Scattered Clouds
10:00 PM,55.9 °F,52.0 °F,87.0%,30.08 in,5.0 mi,East,3.5 mph,-,N/A,,Partly Cloudy
11:00 PM,54.7 °F,51.5 °F,89.0%,30.08 in,4.5 mi,Calm,Calm,-,N/A,,Mostly Cloudy
90245 2014/1/9
Time(PDT),Temp.°F,Dew Point°F,Humidity%,Pressure(in),Visibility(mi),Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
12:00 AM,54.0 °F,51.1 °F,90.0%,30.06 in,2.5 mi,East,4.6 mph,-,N/A,,Mostly Cloudy
1:00 AM,55.0 °F,52.0 °F,89.0%,30.06 in,2.5 mi,East,3.5 mph,-,N/A,,Mostly Cloudy
2:00 AM,53.4 °F,50.0 °F,88.5%,30.06 in,2.75 mi,East,5.8 mph,-,N/A,,Mostly Cloudy
3:00 AM,53.4 °F,51.5 °F,93.5%,30.06 in,2.5 mi,NE,5.8 mph,-,N/A,,Mostly Cloudy
4:00 AM,52.9 °F,50.0 °F,90.0%,30.05 in,2.75 mi,East,3.5 mph,-,N/A,,Scattered Clouds
5:00 AM,51.1 °F,48.9 °F,92.0%,30.05 in,3.0 mi,East,3.5 mph,-,N/A,,Scattered Clouds
6:00 AM,50.5 °F,48.5 °F,93.0%,30.06 in,2.0 mi,NE,3.5 mph,-,N/A,Fog,Patches of Fog
7:00 AM,52.8 °F,49.4 °F,88.33%,30.08 in,2.0 mi,Variable,3.5 mph,-,N/A,Fog,Patches of Fog
8:00 AM,55.9 °F,52.0 °F,87.0%,30.1 in,2.5 mi,ESE,3.5 mph,-,N/A,Fog,Patches of Fog
9:00 AM,56.7 °F,51.6 °F,83.25%,30.12 in,2.75 mi,Calm,Calm,-,N/A,Fog,Patches of Fog
10:00 AM,59.0 °F,51.5 °F,76.0%,30.11 in,4.0 mi,West,5.8 mph,-,N/A,Fog,Patches of Fog
11:00 AM,59.0 °F,50.0 °F,72.0%,30.07 in,4.5 mi,West,8.1 mph,-,N/A,,Mostly Cloudy
12:00 PM,59.0 °F,50.0 °F,72.0%,30.04 in,5.0 mi,WNW,9.2 mph,-,N/A,,Haze
1:00 PM,59.0 °F,50.0 °F,72.0%,30.0 in,6.0 mi,West,11.5 mph,-,N/A,,Haze
3:00 PM,60.1 °F,51.1 °F,72.0%,29.99 in,10.0 mi,West,12.7 mph,-,N/A,,Scattered Clouds
4:00 PM,59.0 °F,50.0 °F,72.0%,30.0 in,10.0 mi,SW,8.1 mph,-,N/A,,Scattered Clouds
